"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 14 18:29:25 CST 2021","Thu Jan 14 18:29:25 CST 2021","26","test_cases","test_updateUserInfo","","","","修改个人信息的接口",""
"passed","Thu Jan 14 18:29:25 CST 2021","Thu Jan 14 18:29:25 CST 2021","25","test_cases","test_login","","","","测试的登录功能","登录接口一共三个用例"
"passed","Thu Jan 14 18:29:25 CST 2021","Thu Jan 14 18:29:25 CST 2021","26","test_cases","test_checkRegister","","","","测试检查手机号是否注册接口",""
"passed","Thu Jan 14 18:29:25 CST 2021","Thu Jan 14 18:29:25 CST 2021","27","test_cases","test_checkRegister","","","","测试检查手机号是否注册接口",""
"passed","Thu Jan 14 18:29:25 CST 2021","Thu Jan 14 18:29:25 CST 2021","42","test_cases","test_login","","","","测试的登录功能","登录接口一共三个用例"
"passed","Thu Jan 14 18:29:25 CST 2021","Thu Jan 14 18:29:25 CST 2021","44","test_cases","test_checkRegister","","","","测试检查手机号是否注册接口",""
"passed","Thu Jan 14 18:29:25 CST 2021","Thu Jan 14 18:29:25 CST 2021","30","test_cases","test_login","","","","测试的登录功能","登录接口一共三个用例"
"passed","Thu Jan 14 18:29:25 CST 2021","Thu Jan 14 18:29:25 CST 2021","49","test_cases","test_updateUserInfo","","","","修改个人信息的接口",""
